extension,x,y,mag_v,mag_i,type,snr_v,snr_i,flag_v,flag_i,crowd_v,crowd_i,sharp_v,sharp_i,err_v,err_i
0,3103.62,3128.0,25.304,23.78,1,32.5,39.4,0,0,0.027,0.033,0.065,0.031,0.033,0.0279999999999999
0,2224.58,1588.79,25.25,23.824,1,23.0,26.1,0,0,0.0819999999999999,0.115,-0.042,0.051,0.047,0.042
0,1600.47,2344.53,24.672,24.252,1,35.8,25.0,0,0,0.079,0.09,-0.048,0.034,0.03,0.043
0,2559.41,1816.69,25.346,23.777,1,30.0,38.8,0,0,0.176,0.026,-0.033,-0.074,0.036,0.0279999999999999
0,2693.88,3015.28,25.363000000000003,23.779,1,30.0,37.0,0,0,0.023,0.025,-0.068,0.026,0.036,0.0289999999999999
0,1044.56,3406.01,25.701,23.656,1,27.9,43.6,0,0,0.022,0.008,0.08,0.036,0.039,0.025
0,2225.69,3210.08,26.06,23.648000000000003,1,19.0,39.1,0,0,0.099,0.084,0.033,0.01,0.057,0.0279999999999999
0,2342.19,2422.7,24.673,24.256,1,33.3,22.6,0,0,0.13,0.2789999999999999,-0.013,-0.1,0.033,0.048
0,2288.07,2751.37,25.109,24.133000000000003,1,25.5,17.0,0,0,0.064,0.122,-0.003,0.077,0.043,0.064
0,2553.25,2554.75,24.615,24.293000000000003,1,35.5,23.5,0,0,0.1639999999999999,0.222,0.008,0.009,0.031,0.046
0,1347.83,2971.06,25.49,23.737,1,28.3,38.5,0,0,0.08,0.0409999999999999,0.011,-0.035,0.038,0.0279999999999999
0,1993.51,2159.75,24.934,24.024,1,19.7,18.4,0,0,0.067,0.1,-0.134,0.03,0.055,0.059
0,2362.52,2592.43,26.18,23.685,1,13.6,32.7,0,0,0.178,0.096,0.214,-0.0289999999999999,0.08,0.033
0,2148.49,2559.1,24.614,24.363000000000003,1,31.0,19.2,0,0,0.244,0.367,-0.064,0.005,0.035,0.057
0,3620.19,2213.69,24.793000000000003,24.041,1,28.2,24.1,0,0,0.0069999999999999,0.017,0.012,0.088,0.039,0.045
0,3094.75,1900.74,24.597,24.464,1,41.9,18.0,0,0,0.023,0.073,0.012,0.001,0.026,0.06
0,1535.7,1870.18,25.375,23.765,1,28.1,36.9,0,0,0.05,0.049,-0.052,-0.091,0.039,0.0289999999999999
0,2171.78,2520.77,25.464,23.76,1,21.8,30.2,0,0,0.297,0.257,-0.063,-0.006,0.05,0.036
0,2517.48,2875.73,27.138,23.544,1,5.8,27.2,0,0,0.275,0.0579999999999999,-0.469,0.377,0.186,0.04
0,2388.85,2255.43,24.656,24.227,1,35.9,26.0,0,0,0.078,0.043,-0.016,-0.0409999999999999,0.03,0.042
0,1105.33,1939.97,25.255,23.8,1,32.2,37.8,0,0,0.03,0.021,-0.134,-0.066,0.034,0.0289999999999999
0,2144.28,2504.12,24.566,24.473000000000003,1,31.0,17.7,0,0,0.222,0.317,-0.003,0.0579999999999999,0.035,0.061
0,2760.98,2990.56,25.39,23.78,1,29.9,38.0,0,0,0.025,0.033,0.012,-0.013,0.036,0.0289999999999999
0,2904.16,3559.26,24.565,24.416,1,41.8,25.8,0,0,0.053,0.075,-0.004,0.038,0.026,0.042
0,1999.49,2533.83,25.809,23.701,1,16.9,30.2,0,0,0.295,0.252,-0.05,0.009,0.064,0.036
0,2274.75,2714.84,26.008000000000003,23.683000000000003,1,15.4,32.2,0,0,0.2239999999999999,0.19,0.037,0.0069999999999999,0.071,0.034
0,1925.54,2000.64,26.728,23.698,1,7.1,24.7,0,0,0.282,0.142,-0.109,-0.099,0.152,0.044
0,2070.25,2288.28,24.751,24.211,1,29.8,21.2,0,0,0.2319999999999999,0.523,-0.022,-0.009,0.036,0.051
0,1178.7,3006.66,24.692,24.232,1,40.5,29.5,0,0,0.086,0.07,0.005,0.0139999999999999,0.027,0.037
0,1555.07,2183.48,24.729,24.181,1,25.5,19.0,0,0,0.071,0.176,-0.068,-0.132,0.043,0.057
0,1992.93,957.98,26.459,23.58,1,17.6,45.4,0,0,0.013,0.006,0.015,-0.022,0.062,0.024
0,2045.31,2445.02,25.628,23.742,1,19.3,30.7,0,0,0.113,0.077,0.0819999999999999,0.0969999999999999,0.0559999999999999,0.035
0,2222.38,3017.37,26.93,23.658,1,10.6,38.4,0,0,0.265,0.093,-0.161,0.002,0.103,0.0279999999999999
0,1849.86,2207.35,25.374,23.796,1,16.9,21.7,0,0,0.1689999999999999,0.1369999999999999,0.06,0.035,0.064,0.05
0,2285.45,2380.05,25.591,23.815,1,15.2,31.7,0,0,0.128,0.105,-0.115,-0.142,0.072,0.034
0,2500.61,2595.52,24.551,24.53,1,34.1,18.4,0,0,0.248,0.515,-0.047,-0.0139999999999999,0.032,0.059
0,1628.1,2145.35,25.05,23.908,1,20.8,21.9,0,0,0.19,0.1119999999999999,-0.054,-0.094,0.052,0.049
0,2353.08,2265.76,25.229,23.862,1,28.3,31.5,0,0,0.1969999999999999,0.225,0.0,0.044,0.038,0.034
0,2054.0,2471.33,25.165,23.9,1,24.3,27.6,0,0,0.19,0.136,-0.146,-0.106,0.045,0.039
0,1899.2,1644.51,25.66,23.681,1,25.7,39.4,0,0,0.039,0.062,-0.052,0.033,0.042,0.0279999999999999
0,2267.86,2740.15,26.299,23.682,1,13.0,33.1,0,0,0.257,0.141,-0.111,-0.049,0.084,0.033
0,2057.97,3080.27,24.68,24.267,1,35.7,23.9,0,0,0.034,0.0289999999999999,-0.063,0.02,0.03,0.045
0,2386.0,2055.61,25.44,23.748,1,26.4,36.1,0,0,0.038,0.046,-0.033,0.019,0.0409999999999999,0.03
0,3095.73,2703.37,24.641,24.229,1,40.1,28.6,0,0,0.065,0.103,0.011,-0.033,0.027,0.038
0,2848.44,2551.13,24.47,25.851,1,38.0,8.6,0,0,0.0409999999999999,0.2769999999999999,0.395,-0.456,0.0289999999999999,0.126
0,1579.81,2427.41,25.448,23.762,1,26.4,35.2,0,0,0.156,0.127,-0.0069999999999999,-0.023,0.0409999999999999,0.031
0,2956.73,3091.14,25.499,23.739,1,29.4,39.9,0,0,0.037,0.057,0.0579999999999999,0.012,0.037,0.027
0,2022.85,3623.46,24.559,24.444000000000003,1,43.6,26.2,0,0,0.02,0.025,-0.015,0.085,0.025,0.0409999999999999
0,2699.61,2312.18,25.38,23.783,1,29.9,37.5,0,0,0.078,0.073,-0.0069999999999999,0.0069999999999999,0.036,0.0289999999999999
0,1249.97,2402.53,26.395,23.62,1,16.7,41.2,0,0,0.088,0.048,-0.071,-0.03,0.065,0.026
0,1494.57,1566.6,27.195,23.64,1,9.5,41.4,0,0,0.072,0.03,-0.035,-0.04,0.114,0.026
0,2502.92,1870.93,24.593000000000004,24.353,1,39.9,25.1,0,0,0.108,0.268,-0.018,0.083,0.027,0.043
0,2022.2,2315.78,25.89,23.695,1,16.4,31.2,0,0,0.436,0.204,-0.1,-0.0579999999999999,0.066,0.035
0,2586.02,2644.3,25.527,23.758000000000003,1,23.7,34.2,0,0,0.205,0.123,0.003,-0.025,0.046,0.032
0,2159.5,2249.46,24.984,23.988000000000003,1,27.0,25.9,0,0,0.356,0.401,-0.048,-0.159,0.04,0.042
0,2899.65,2764.57,25.804,23.681,1,22.6,39.0,0,0,0.3289999999999999,0.162,-0.068,-0.034,0.048,0.0279999999999999
0,2236.93,2245.17,24.669,24.303,1,33.6,22.1,0,0,0.085,0.209,-0.031,0.033,0.032,0.049
0,1702.18,2079.84,24.496,24.475,1,34.0,19.9,0,0,0.267,0.2769999999999999,0.04,-0.0279999999999999,0.032,0.055
0,2552.33,2791.8,26.592,23.654,1,12.7,37.2,0,0,0.304,0.159,-0.061,-0.055,0.085,0.0289999999999999
0,1157.76,2388.95,24.592,24.361,1,40.1,25.9,0,0,0.054,0.054,-0.091,-0.096,0.027,0.042
0,2285.86,2295.31,25.473000000000003,23.767,1,23.8,32.8,0,0,0.099,0.085,0.02,0.043,0.046,0.033
0,2023.07,2254.29,24.565,24.484,1,30.9,17.5,0,0,0.222,0.373,-0.027,-0.0409999999999999,0.035,0.062
0,1154.81,2115.12,24.533,24.472,1,27.9,15.5,0,0,0.042,0.3429999999999999,-0.004,-0.027,0.039,0.07
0,3112.06,2534.2,25.24,23.857,1,31.8,36.4,0,0,0.011,0.011,0.035,-0.004,0.034,0.03
0,2955.44,2836.86,24.671,24.271,1,39.3,28.0,0,0,0.04,0.081,-0.027,-0.025,0.0279999999999999,0.039
0,2535.23,2675.62,25.089,23.957,1,29.0,28.9,0,0,0.181,0.221,0.024,0.012,0.037,0.038
0,3575.76,2862.35,25.269,23.832,1,33.7,38.6,0,0,0.046,0.073,0.032,0.027,0.032,0.0279999999999999
0,2135.02,3082.57,24.547,24.439,1,37.2,22.6,0,0,0.038,0.108,-0.003,-0.072,0.0289999999999999,0.048
0,3294.27,2197.84,25.485,23.725,1,18.9,24.9,0,0,0.037,0.061,-0.083,0.0409999999999999,0.0579999999999999,0.044
0,2273.87,3118.46,25.346,23.805,1,29.2,36.0,0,0,0.092,0.086,0.061,0.004,0.037,0.03
0,1953.28,1837.25,25.582,23.716,1,24.4,36.7,0,0,0.19,0.118,-0.103,-0.065,0.045,0.03
0,2301.52,2504.39,24.704,24.236,1,30.4,21.8,0,0,0.077,0.155,0.022,-0.027,0.036,0.05
0,2270.3,2834.24,26.452,23.668000000000003,1,12.5,33.9,0,0,0.289,0.1689999999999999,0.069,0.027,0.087,0.032
0,1922.77,2377.75,25.728,23.72,1,18.6,31.1,0,0,0.351,0.27,0.0289999999999999,0.0559999999999999,0.059,0.035
0,2217.27,2585.13,25.376,23.823,1,21.3,27.5,0,0,0.3339999999999999,0.304,-0.092,0.004,0.051,0.039
0,2373.53,2000.11,24.704,24.163,1,38.0,28.7,0,0,0.036,0.0559999999999999,-0.147,-0.037,0.0289999999999999,0.038
0,2172.59,1881.6,24.743,24.137,1,36.3,28.7,0,0,0.043,0.089,0.047,-0.0289999999999999,0.03,0.038
0,2641.39,3663.32,24.566,24.441,1,42.5,26.1,0,0,0.08,0.076,-0.05,0.02,0.026,0.042
0,2741.27,1879.95,24.541,24.454,1,42.2,25.4,0,0,0.04,0.038,0.03,0.069,0.026,0.043
0,2178.17,2735.35,25.81,23.701,1,19.7,34.2,0,0,0.093,0.071,-0.057,-0.016,0.055,0.032
0,1774.13,2195.5,26.182,23.677,1,10.9,25.1,0,0,0.094,0.0579999999999999,-0.002,-0.046,0.1,0.043
0,2408.21,2435.45,24.645,24.334,1,32.4,22.3,0,0,0.28,0.172,-0.069,-0.062,0.033,0.049
0,1953.11,1943.89,24.624,24.282,1,35.3,23.9,0,0,0.084,0.187,-0.0409999999999999,-0.035,0.031,0.045
0,1946.87,2550.0,25.92,23.684,1,17.3,32.6,0,0,0.352,0.322,0.06,0.012,0.063,0.033
0,1519.01,2461.63,25.411,23.799,1,18.9,24.7,0,0,0.18,0.118,-0.064,0.0069999999999999,0.057,0.044
0,1699.58,2094.97,25.49,23.761,1,22.4,32.3,0,0,0.46,0.325,-0.068,-0.03,0.049,0.034
0,1359.35,1889.07,25.716,23.694000000000003,1,24.1,39.2,0,0,0.175,0.1,-0.113,-0.094,0.045,0.0279999999999999
0,3088.29,3040.18,24.601,24.368,1,40.1,26.7,0,0,0.115,0.078,-0.021,-0.051,0.027,0.0409999999999999
0,2804.29,2328.23,25.507,23.745,1,27.8,38.0,0,0,0.178,0.184,0.026,0.003,0.039,0.0289999999999999
0,3230.41,3402.5,24.844,24.095,1,40.0,33.4,0,0,0.004,0.004,0.0069999999999999,0.044,0.027,0.032
0,1852.76,2123.31,25.702,23.713,1,13.5,23.7,0,0,0.217,0.043,0.203,0.042,0.081,0.046
0,2648.55,1926.31,25.379,23.767,1,30.5,39.1,0,0,0.005,0.005,-0.034,0.061,0.036,0.0279999999999999
0,1585.22,1897.34,25.358,23.8,1,25.7,33.6,0,0,0.416,0.287,-0.131,-0.061,0.042,0.032
0,3171.69,2508.2,24.599,24.442,1,38.1,23.0,0,0,0.15,0.2339999999999999,-0.032,0.025,0.0279999999999999,0.047
0,2250.51,2714.86,24.653,24.354,1,30.4,19.4,0,0,0.254,0.418,-0.059,-0.022,0.036,0.0559999999999999
0,2067.08,2011.7,27.007,23.754,1,8.6,24.0,0,0,0.211,0.085,-0.0409999999999999,-0.004,0.126,0.045
0,3231.07,2457.88,25.374,23.809,1,28.4,36.3,0,0,0.011,0.01,-0.08,-0.022,0.038,0.03
0,1618.18,1428.48,24.554,24.403,1,40.9,25.3,0,0,0.07,0.055,-0.063,0.045,0.027,0.043
0,2406.3,2829.33,26.06,23.715,1,16.4,33.7,0,0,0.221,0.223,0.072,0.02,0.066,0.032
0,3702.19,2776.13,25.232,23.858,1,34.9,38.8,0,0,0.005,0.005,-0.024,-0.063,0.031,0.0279999999999999
0,2918.85,2535.83,24.619,24.392,1,40.4,25.0,0,0,0.04,0.135,-0.074,0.022,0.027,0.043
0,1815.92,2260.16,25.384,23.807,1,23.5,30.6,0,0,0.282,0.213,0.08,0.087,0.046,0.035
0,1917.99,2125.65,26.741,23.706,1,6.3,22.7,0,0,0.381,0.1,-0.108,0.083,0.171,0.048
0,3393.28,3061.37,24.68,24.28,1,39.5,27.7,0,0,0.0139999999999999,0.018,0.019,-0.003,0.0279999999999999,0.039
0,2070.68,2389.1,25.492,23.809,1,20.1,28.7,0,0,0.208,0.207,-0.053,-0.012,0.054,0.038
0,2132.06,2565.92,24.704,24.321,1,29.2,19.5,0,0,0.299,0.397,-0.045,-0.036,0.037,0.0559999999999999
0,2387.18,2628.61,25.193,23.91,1,24.8,27.7,0,0,0.1889999999999999,0.208,0.025,-0.013,0.044,0.039
0,3041.91,3478.8,24.486,24.626,1,39.9,21.5,0,0,0.2789999999999999,0.267,-0.064,0.036,0.027,0.05
0,2029.59,2602.58,25.702,23.733,1,20.7,32.3,0,0,0.168,0.245,0.021,-0.04,0.053,0.034
0,3142.71,3509.89,24.544,24.529,1,41.6,24.1,0,0,0.031,0.0409999999999999,-0.009,0.057,0.026,0.045
0,1702.91,2665.43,25.495,23.763,1,25.9,35.6,0,0,0.054,0.071,-0.033,0.002,0.042,0.03
0,2954.93,2232.78,25.516,23.782,1,19.9,27.8,0,0,0.301,0.079,-0.053,-0.064,0.055,0.039
0,2491.64,2476.25,26.063,23.692,1,17.6,36.1,0,0,0.068,0.074,0.023,0.032,0.062,0.03
0,1906.45,2474.01,25.515,23.784,1,21.5,30.6,0,0,0.27,0.256,-0.128,-0.034,0.05,0.035
0,1825.7,2873.52,24.636,24.37,1,38.8,24.6,0,0,0.017,0.071,-0.063,-0.019,0.0279999999999999,0.044
0,2158.33,1871.59,24.647,24.292,1,36.1,24.6,0,0,0.225,0.289,-0.002,0.03,0.03,0.044
0,2998.53,2318.51,24.54,24.526,1,41.5,23.7,0,0,0.0409999999999999,0.037,-0.074,0.024,0.026,0.046
0,1874.65,3172.5,26.509,23.636,1,15.4,41.1,0,0,0.1119999999999999,0.076,0.065,-0.023,0.07,0.026
0,1630.3,1967.93,24.591,24.37,1,33.0,20.8,0,0,0.278,0.384,-0.07,0.074,0.033,0.052
0,2248.54,1904.59,24.907,24.062,1,34.9,30.1,0,0,0.022,0.038,-0.025,0.0579999999999999,0.031,0.036
0,2099.33,2597.01,25.304,23.873,1,23.6,28.3,0,0,0.3289999999999999,0.2319999999999999,-0.023,-0.0069999999999999,0.046,0.038
0,1840.03,3149.75,24.794,24.169,1,37.4,29.2,0,0,0.034,0.0579999999999999,-0.002,0.006,0.0289999999999999,0.037
0,2337.94,2408.67,24.86,24.154,1,29.8,17.4,0,0,0.289,0.327,0.009,-0.036,0.036,0.063
0,2016.13,2372.06,24.762,24.218000000000004,1,27.9,21.4,0,0,0.2,0.2689999999999999,-0.04,-0.039,0.039,0.051
0,2740.34,3251.98,24.508000000000003,24.616,1,42.4,22.2,0,0,0.034,0.062,-0.019,0.068,0.026,0.049
0,2391.42,2397.05,24.7,24.3,1,33.1,22.4,0,0,0.188,0.312,-0.048,0.017,0.033,0.049
0,2468.23,2585.25,25.281,23.851,1,26.5,31.5,0,0,0.061,0.072,-0.068,-0.055,0.0409999999999999,0.034
0,1645.01,2600.22,24.572,24.531,1,36.4,20.5,0,0,0.143,0.1689999999999999,-0.009,0.003,0.03,0.053
0,2733.64,2732.4,24.573,24.458,1,36.7,22.4,0,0,0.091,0.114,-0.0969999999999999,-0.052,0.03,0.049
0,2220.07,2195.34,24.524,24.804,1,24.8,10.7,0,0,0.125,0.3879999999999999,-0.019,0.015,0.044,0.102
0,1818.82,2058.98,24.625,24.404,1,31.5,19.5,0,0,0.289,0.4629999999999999,-0.072,-0.145,0.034,0.0559999999999999
0,1902.0,2428.52,24.589,24.534,1,32.0,17.2,0,0,0.135,0.368,-0.024,0.173,0.034,0.063
0,2228.14,2872.1,24.603,24.439,1,35.1,20.6,0,0,0.073,0.205,-0.006,0.076,0.031,0.053
0,2080.54,2454.02,26.067,23.709,1,14.5,31.3,0,0,0.205,0.131,-0.115,-0.066,0.075,0.035
0,2489.89,2525.51,24.672,24.341,1,31.3,21.0,0,0,0.351,0.406,-0.05,-0.024,0.035,0.052
0,2003.48,3141.98,25.509,23.766,1,27.8,37.6,0,0,0.031,0.021,-0.08,-0.023,0.039,0.0289999999999999
0,1725.99,2368.94,25.655,23.748,1,22.1,34.2,0,0,0.103,0.089,-0.006,-0.079,0.049,0.032
0,2125.65,2524.55,24.621,24.455,1,30.4,17.7,0,0,0.276,0.4479999999999999,-0.036,0.085,0.036,0.061
0,2553.86,1949.87,24.593000000000004,24.369,1,39.6,25.7,0,0,0.144,0.109,-0.04,0.0069999999999999,0.027,0.042
0,1687.44,1384.31,26.179,23.638,1,19.0,41.3,0,0,0.186,0.1119999999999999,-0.018,-0.0409999999999999,0.057,0.026
0,1975.91,1891.29,24.548,24.511,1,36.3,20.4,0,0,0.17,0.293,-0.033,-0.051,0.03,0.053
0,684.36,1456.17,25.752,23.681,1,26.7,42.9,0,0,0.02,0.023,-0.027,0.008,0.0409999999999999,0.025
0,1914.0,2089.26,24.893,24.027,1,30.1,26.7,0,0,0.168,0.163,-0.093,-0.004,0.036,0.0409999999999999
0,1637.88,2020.2,24.526,24.552,1,33.1,18.4,0,0,0.29,0.3779999999999999,-0.123,-0.068,0.033,0.059
0,3624.11,2688.08,25.149,23.907,1,35.0,36.8,0,0,0.133,0.15,-0.066,-0.08,0.031,0.03
0,2211.51,3823.63,24.564,24.493,1,43.2,25.6,0,0,0.018,0.013,-0.001,0.052,0.025,0.042
0,1872.93,1156.71,26.695,23.649,1,14.1,42.7,0,0,0.174,0.02,-0.095,-0.006,0.077,0.025
0,2375.52,2189.71,26.663,23.664,1,9.2,27.6,0,0,0.187,0.068,-0.161,-0.084,0.118,0.039
0,1400.17,2270.72,24.743,24.254,1,35.2,25.2,0,0,0.1369999999999999,0.246,-0.021,0.0069999999999999,0.031,0.043
0,1924.44,2223.24,25.39,23.824,1,23.0,29.7,0,0,0.072,0.096,0.04,0.005,0.047,0.037
0,2547.79,3278.04,24.626,24.405,1,39.7,24.7,0,0,0.025,0.067,-0.008,-0.0139999999999999,0.027,0.044
0,1844.49,2320.8,24.814,24.185,1,30.5,23.2,0,0,0.077,0.159,-0.07,0.039,0.036,0.047
0,2384.46,2858.53,24.605,24.42,1,35.1,21.4,0,0,0.03,0.073,-0.0289999999999999,-0.061,0.031,0.051
0,2507.69,2139.44,25.383000000000003,23.785,1,20.2,26.0,0,0,0.055,0.015,0.113,0.09,0.054,0.042
0,2021.08,2016.18,25.394,23.804,1,24.1,31.6,0,0,0.282,0.231,-0.046,0.011,0.045,0.034
0,1666.15,2038.5,25.484,23.778,1,23.1,33.1,0,0,0.335,0.179,-0.0819999999999999,-0.0069999999999999,0.047,0.033
0,2656.67,2011.8,24.653,24.243,1,39.5,28.8,0,0,0.047,0.04,0.026,0.008,0.0279999999999999,0.038
0,1766.67,2104.64,24.837,24.077,1,20.4,17.8,0,0,0.316,0.347,-0.011,-0.027,0.053,0.061
0,1039.53,2224.33,25.315,23.853,1,30.5,36.0,0,0,0.024,0.032,-0.021,-0.033,0.036,0.03
0,1767.23,2218.79,25.402,23.808000000000003,1,23.6,30.7,0,0,0.302,0.281,-0.035,0.023,0.046,0.035
0,3187.08,2609.59,25.533,23.833,1,19.1,26.2,0,0,0.151,0.073,-0.02,0.015,0.057,0.0409999999999999
0,2087.59,2249.98,25.541,23.764,1,21.4,31.7,0,0,0.038,0.035,0.052,-0.055,0.051,0.034
0,2349.84,2512.67,25.43,23.837,1,21.6,28.6,0,0,0.452,0.3329999999999999,-0.091,-0.019,0.05,0.038
0,2303.32,2431.62,25.999,23.74,1,15.6,32.0,0,0,0.27,0.152,0.032,-0.004,0.069,0.034
0,2813.35,3472.18,24.671,24.287,1,37.8,27.5,0,0,0.134,0.179,0.049,0.0069999999999999,0.0289999999999999,0.039
0,2929.33,3042.74,24.515,24.609,1,41.3,22.3,0,0,0.027,0.043,0.045,0.017,0.026,0.049
0,3601.88,1869.56,25.884,23.646,1,24.9,42.0,0,0,0.034,0.0289999999999999,0.0819999999999999,-0.043,0.044,0.026
0,2932.99,2769.57,25.359,23.838,1,29.2,35.6,0,0,0.03,0.034,0.037,0.013,0.037,0.03
0,2651.19,2448.2,24.746,24.205,1,37.0,27.5,0,0,0.05,0.063,0.027,0.063,0.0289999999999999,0.039
0,3154.82,2774.81,25.329,23.847,1,31.9,37.3,0,0,0.009,0.016,0.012,0.122,0.034,0.0289999999999999
0,2118.99,2253.16,24.72,24.25,1,29.0,20.7,0,0,0.292,0.363,-0.009,0.039,0.037,0.052
0,3047.18,2151.5,24.607,24.317,1,29.0,19.7,0,0,0.012,0.022,0.021,0.04,0.037,0.055
0,2822.39,2655.16,25.263,23.949,1,21.6,33.2,0,0,0.035,0.034,0.043,0.035,0.05,0.033
0,1796.51,1961.51,24.622,24.37,1,32.5,21.4,0,0,0.377,0.365,-0.032,-0.044,0.033,0.051
0,1900.82,2307.5,24.87,24.102,1,28.7,23.8,0,0,0.206,0.292,0.011,0.088,0.038,0.046
0,2133.46,2447.54,25.458,23.825,1,20.9,28.2,0,0,0.354,0.32,-0.033,-0.015,0.052,0.038
0,1709.48,2178.33,25.177,23.925,1,19.3,20.6,0,0,0.135,0.236,-0.103,-0.053,0.0559999999999999,0.053
0,2506.4,2332.77,25.386,23.895,1,17.6,21.9,0,0,0.311,0.238,0.036,-0.011,0.062,0.049
0,1220.89,2450.88,24.807,24.16,1,35.6,28.3,0,0,0.114,0.075,-0.026,0.052,0.03,0.038
0,2933.83,3207.4,26.207,23.649,1,19.8,42.5,0,0,0.024,0.008,0.037,0.018,0.055,0.026
0,2893.67,2580.25,25.544,23.77,1,27.1,38.0,0,0,0.069,0.032,0.009,0.012,0.04,0.0289999999999999
0,1023.15,2533.25,27.142,23.677,1,10.6,42.0,0,0,0.008,0.004,-0.068,-0.059,0.102,0.026
0,2594.94,2803.4,25.368,23.83,1,27.0,33.9,0,0,0.131,0.1009999999999999,0.003,-0.017,0.04,0.032
0,2127.4,2178.48,24.706,24.25,1,21.1,15.1,0,0,0.332,0.347,-0.1669999999999999,-0.004,0.051,0.072
0,2738.72,2754.16,25.947,23.715,1,19.4,37.1,0,0,0.248,0.1,0.133,0.0139999999999999,0.0559999999999999,0.0289999999999999
0,1564.17,1899.29,24.597,24.406,1,35.2,22.4,0,0,0.182,0.283,0.0069999999999999,-0.019,0.031,0.048
0,1924.16,2434.35,24.723000000000003,24.241,1,30.0,21.9,0,0,0.172,0.2789999999999999,0.075,-0.061,0.036,0.05
0,1879.79,2426.66,25.614,23.756,1,20.9,32.1,0,0,0.098,0.111,-0.094,-0.016,0.052,0.034
0,2496.72,1707.32,24.882,24.089,1,37.9,32.3,0,0,0.015,0.023,-0.032,0.031,0.0289999999999999,0.034
0,2998.24,1759.16,24.635,24.33,1,41.8,28.3,0,0,0.008,0.013,-0.036,-0.0139999999999999,0.026,0.038
0,1872.12,2633.34,24.556,24.588,1,34.8,18.4,0,0,0.049,0.104,0.039,0.07,0.031,0.059
0,3277.08,2316.02,24.517,24.613000000000003,1,42.1,22.4,0,0,0.0139999999999999,0.04,-0.032,-0.05,0.026,0.048
0,1910.85,2307.78,26.041,23.715,1,15.4,32.5,0,0,0.181,0.083,0.136,-0.045,0.071,0.033
0,2044.52,1787.99,24.944000000000003,24.042,1,33.8,30.8,0,0,0.021,0.061,0.006,-0.067,0.032,0.035
0,1852.99,2333.08,26.664,23.729,1,9.9,32.5,0,0,0.321,0.108,0.087,-0.076,0.11,0.033
0,2628.81,1976.1,24.545,24.61,1,28.4,21.9,0,0,0.01,0.019,-0.053,0.06,0.038,0.05
0,1428.07,2493.17,24.618,24.433000000000003,1,37.9,23.3,0,0,0.115,0.172,-0.046,-0.069,0.0289999999999999,0.047
0,1982.26,2398.67,25.445,23.844,1,21.0,28.2,0,0,0.327,0.293,-0.129,-0.075,0.052,0.039
0,2389.8,2403.68,24.699,24.272,1,30.5,22.4,0,0,0.104,0.159,0.0069999999999999,-0.024,0.036,0.048
0,2608.91,2588.34,24.692,24.314,1,34.6,23.8,0,0,0.1009999999999999,0.099,0.067,0.143,0.031,0.046
0,2622.81,3109.2,25.445,23.818,1,27.1,34.6,0,0,0.051,0.071,0.078,0.075,0.04,0.031
0,3217.82,3231.65,24.531,24.57,1,43.1,24.2,0,0,0.037,0.026,-0.025,-0.013,0.025,0.045
0,3392.48,1998.34,24.532,24.474,1,41.9,25.7,0,0,0.07,0.062,0.042,-0.092,0.026,0.042
0,2265.18,2644.47,25.428,23.823,1,20.8,28.3,0,0,0.158,0.157,0.075,-0.013,0.052,0.038
0,2454.46,1936.93,25.626,23.741,1,25.3,38.3,0,0,0.135,0.095,0.003,-0.024,0.043,0.0279999999999999
0,2991.71,1964.71,25.9,23.666,1,24.0,42.0,0,0,0.032,0.035,0.005,0.107,0.045,0.026
0,2297.42,2844.93,26.06,23.694000000000003,1,16.6,34.2,0,0,0.236,0.191,0.023,-0.024,0.065,0.032
0,1945.93,1909.08,26.436,23.683000000000003,1,13.7,37.0,0,0,0.077,0.025,0.154,0.038,0.079,0.0289999999999999
0,1879.18,2387.41,24.883000000000003,24.209,1,28.7,16.2,0,0,0.139,0.172,-0.0289999999999999,-0.087,0.038,0.067
0,1922.45,2300.34,24.618,24.453000000000003,1,31.4,18.8,0,0,0.144,0.243,-0.061,-0.113,0.035,0.0579999999999999
0,1977.72,2019.27,25.486,23.783,1,23.1,32.7,0,0,0.083,0.08,-0.023,0.045,0.047,0.033
0,2722.82,2682.64,26.581,23.691,1,13.2,37.8,0,0,0.179,0.075,-0.0069999999999999,0.015,0.0819999999999999,0.0289999999999999
0,1821.66,1830.12,26.904,23.701,1,10.4,37.5,0,0,0.106,0.046,-0.242,-0.023,0.104,0.0289999999999999
0,2082.33,3191.99,26.575,23.663,1,14.7,40.1,0,0,0.086,0.032,0.024,-0.0069999999999999,0.074,0.027
0,2359.54,2615.04,25.138,23.964,1,24.4,24.9,0,0,0.3329999999999999,0.4589999999999999,-0.038,0.0139999999999999,0.044,0.044
0,2067.43,3178.6,26.468000000000004,23.668000000000003,1,15.4,40.0,0,0,0.036,0.017,0.002,-0.0279999999999999,0.07,0.027
0,2498.93,2679.54,25.397,23.849,1,24.5,30.8,0,0,0.067,0.122,0.156,0.102,0.044,0.035
0,2982.05,2910.03,24.704,24.303,1,38.5,26.9,0,0,0.066,0.107,-0.0069999999999999,0.016,0.0279999999999999,0.04
0,2279.1,3172.34,24.585,24.532,1,37.9,21.3,0,0,0.055,0.0969999999999999,-0.0069999999999999,0.019,0.0289999999999999,0.051
0,1813.14,1946.48,25.542,23.777,1,23.2,33.4,0,0,0.106,0.126,-0.096,0.002,0.047,0.032
