extension,x,y,type,mag_v,err_v,snr_v,sharp_v,round_v,crowd_v,flag_v,mag_i,err_i,snr_i,sharp_i,round_i,crowd_i,flag_i
1,2073.08,1242.34,1,26.09,0.059,18.3,-0.0,0.064,0.096,0,24.737,0.053,20.4,0.052,-0.005,0.119,0
1,1806.31,1260.07,1,26.295,0.065,16.7,0.045,0.825,0.067,0,24.65,0.049,22.0,0.028,0.287,0.059,0
1,2402.13,1421.05,1,25.946,0.057,19.2,-0.039,0.681,0.146,0,24.802,0.055,19.6,-0.097,0.86,0.158,0
1,1962.67,1270.9,1,26.281,0.063,17.1,-0.041,0.504,0.094,0,24.691,0.049,22.1,-0.009,-0.105,0.119,0
1,2207.99,625.66,1,25.962,0.049,22.3,-0.035,0.31,0.037,0,24.863,0.05,21.7,-0.008,0.229,0.046,0
1,1594.01,1936.95,1,26.231,0.07,15.5,-0.109,0.664,0.15,2,24.621,0.053,20.6,-0.02,0.298,0.235,0
1,1982.94,1482.61,1,25.97,0.057,19.0,-0.06,0.156,0.157,0,24.78,0.057,19.2,-0.016,-0.025,0.223,0
1,2222.8,1647.05,1,25.933,0.062,17.5,-0.14,0.218,0.201,0,24.767,0.061,17.9,-0.104,0.17,0.261,0
1,2006.4,1765.23,1,26.282,0.081,13.5,-0.001,0.671,0.088,0,24.644,0.057,19.0,0.005,0.558,0.112,0
1,3280.17,1181.65,1,26.203,0.054,20.3,-0.072,-0.037,0.025,0,24.653,0.044,24.6,-0.067,0.114,0.034,0
1,2303.58,1170.15,1,26.189,0.058,18.6,-0.011,0.079,0.104,0,24.645,0.048,22.7,-0.005,0.149,0.132,0
1,2386.59,45.38,1,26.317,0.058,18.9,0.027,0.399,0.15,0,24.791,0.048,22.8,-0.019,-0.096,0.154,0
1,1439.71,1617.36,1,26.336,0.068,16.0,0.033,0.039,0.147,0,24.616,0.049,22.0,0.067,0.368,0.148,0
1,2999.3,1965.46,1,26.068,0.059,18.4,-0.011,0.536,0.146,0,24.664,0.052,21.0,-0.039,0.474,0.17,0
1,2172.68,1967.02,1,25.826,0.079,13.7,-0.121,1.255,0.009,2,24.842,0.114,9.6,-0.083,1.82,0.013,0
1,2221.9,959.79,1,26.324,0.06,18.1,-0.054,0.116,0.089,0,24.651,0.046,23.8,0.026,0.06,0.12,0
1,1301.87,1219.78,1,26.311,0.059,18.4,0.018,0.374,0.007,0,24.64,0.044,24.6,-0.038,0.262,0.022,0
1,2374.13,1090.78,1,25.421,0.05,21.6,0.007,0.029,0.421,2,26.018,0.156,6.9,-0.262,0.119,1.419,0
1,2961.6,1300.27,1,26.022,0.051,21.2,-0.067,0.297,0.055,0,24.744,0.049,22.3,-0.093,0.135,0.037,0
1,2602.89,1933.0,1,26.171,0.073,14.8,-0.086,0.018,0.076,0,24.623,0.053,20.4,-0.146,0.107,0.107,0
1,1334.54,1870.08,1,26.401,0.072,15.1,0.096,1.303,0.123,0,24.563,0.048,22.6,0.072,0.794,0.075,0
1,2627.35,484.79,1,26.225,0.054,20.0,0.03,0.179,0.175,0,24.736,0.047,23.2,0.062,0.381,0.259,0
1,565.22,1681.48,1,26.232,0.058,18.8,-0.021,0.285,0.017,0,24.591,0.044,24.5,0.005,0.178,0.029,0
1,1980.13,1870.39,1,26.125,0.072,15.0,0.003,0.551,0.093,0,24.683,0.059,18.3,-0.044,0.461,0.112,0
1,2551.03,1399.78,1,26.039,0.055,19.8,-0.225,0.156,0.071,0,24.771,0.051,21.2,-0.169,0.002,0.092,0
1,2920.2,1946.99,1,26.199,0.064,17.1,-0.136,-0.046,0.074,0,24.622,0.054,20.2,-0.151,0.151,0.087,2
1,1853.63,1521.52,1,26.098,0.061,17.9,-0.017,0.401,0.112,0,24.717,0.054,20.3,0.052,0.23,0.154,0
1,1774.19,1855.77,1,26.111,0.076,14.2,-0.306,0.166,0.036,2,24.714,0.063,17.2,-0.219,0.4,0.031,2
1,1357.65,1481.07,1,26.246,0.063,17.1,0.013,0.198,0.166,0,24.631,0.05,21.6,0.007,0.25,0.198,0
1,2664.51,2034.63,1,25.736,0.08,13.6,0.054,1.639,0.041,0,24.918,0.098,11.1,0.15,0.447,0.076,0
1,2491.02,1088.8,1,26.17,0.057,19.1,0.147,0.442,0.008,0,24.703,0.047,23.1,0.062,0.056,0.006,0
1,1547.5,1513.12,1,26.181,0.063,17.2,0.01,0.308,0.206,0,24.662,0.051,21.2,-0.01,0.168,0.246,0
1,2368.65,1198.01,1,26.073,0.055,19.6,-0.065,0.511,0.014,0,24.768,0.054,20.2,-0.041,0.217,0.021,0
1,3029.64,920.55,1,25.998,0.05,21.7,-0.006,0.064,0.001,2,24.8,0.05,21.8,-0.006,0.028,0.001,0
1,2764.23,260.61,1,26.315,0.054,20.1,-0.033,0.275,0.013,0,24.817,0.066,16.5,-0.065,0.135,0.019,0
1,1457.45,528.36,1,25.783,0.046,23.6,-0.301,0.532,0.167,0,25.056,0.059,18.4,-0.132,0.643,0.175,0
1,2505.57,984.03,1,26.286,0.066,16.5,-0.082,0.362,0.055,0,24.648,0.047,23.3,-0.05,0.16,0.047,0
1,2878.23,899.13,1,26.377,0.066,16.4,0.027,-0.059,0.087,2,24.654,0.049,22.0,0.05,0.194,0.083,2
1,1060.05,1694.67,1,26.188,0.058,18.6,0.041,0.387,0.026,0,24.623,0.047,23.1,0.004,0.144,0.029,0
1,1527.66,1626.33,1,26.128,0.061,17.9,-0.056,0.33,0.199,0,24.669,0.052,20.8,-0.042,0.207,0.302,0
1,2622.62,1794.61,1,25.938,0.06,18.0,-0.011,0.264,0.174,0,24.769,0.063,17.4,-0.048,0.221,0.437,0
1,2507.14,1025.76,1,26.241,0.058,18.7,0.053,0.577,0.016,0,24.697,0.047,22.9,0.072,0.069,0.035,0
1,2289.65,1333.34,1,26.138,0.059,18.4,-0.131,0.199,0.051,0,24.696,0.051,21.3,-0.098,0.223,0.068,0
1,1858.07,1123.01,1,26.322,0.063,17.2,0.072,0.482,0.019,0,24.664,0.048,22.7,0.055,0.218,0.026,0
1,1778.87,2018.05,1,26.414,0.124,8.7,-0.274,0.253,0.143,0,24.582,0.075,14.5,-0.14,0.488,0.208,0
1,2134.87,1145.21,1,26.437,0.069,15.6,0.002,0.569,0.084,0,24.645,0.048,22.6,0.0,0.3,0.083,0
1,2754.3,1918.22,1,25.927,0.06,18.0,0.007,0.485,0.324,0,24.761,0.059,18.3,0.083,0.173,0.326,0
1,2498.49,333.14,1,26.137,0.05,21.6,-0.01,0.324,0.002,0,24.806,0.046,23.7,-0.046,0.164,0.002,0
1,1705.58,2025.12,1,26.08,0.093,11.7,-0.104,0.195,0.064,0,24.593,0.075,14.4,-0.031,0.36,0.097,0
1,3391.81,1542.51,1,25.963,0.052,21.0,0.006,0.245,0.126,0,24.757,0.051,21.4,0.021,0.062,0.177,0
1,1943.48,1085.13,1,26.19,0.058,18.8,-0.01,0.7,0.086,0,24.7,0.048,22.6,-0.037,0.456,0.083,0
1,3950.32,318.97,1,26.263,0.054,20.2,0.006,0.02,0.003,0,24.749,0.046,23.8,0.076,0.098,0.008,0
1,2180.67,1301.09,1,26.144,0.064,17.1,-0.022,0.339,0.398,0,24.743,0.056,19.5,0.003,0.346,0.378,0
1,538.42,597.09,1,26.246,0.054,20.2,0.025,0.23,0.003,0,24.741,0.045,24.1,0.009,0.215,0.002,0
1,1916.91,1945.69,1,25.415,0.056,19.3,-0.078,0.482,0.128,0,25.393,0.11,9.9,-0.011,0.086,0.372,0
1,2771.01,1817.73,1,26.054,0.061,17.7,-0.069,0.499,0.297,0,24.738,0.057,19.2,-0.08,0.374,0.448,0
1,1397.47,1843.16,1,25.997,0.057,19.2,-0.06,0.6,0.014,0,24.712,0.053,20.6,-0.046,0.234,0.022,0
1,1468.21,1138.04,1,26.22,0.058,18.8,-0.091,0.469,0.026,0,24.692,0.047,23.3,-0.148,0.1,0.029,0
1,2512.22,54.92,1,26.311,0.058,18.7,-0.037,0.128,0.184,0,24.79,0.049,22.2,0.006,0.231,0.15,0
1,1772.28,1993.64,1,26.267,0.104,10.4,-0.2,0.143,0.215,0,24.619,0.077,14.1,-0.039,0.262,0.144,0
1,1093.8,2019.87,1,25.96,0.077,14.1,0.046,0.67,0.154,0,24.726,0.073,14.9,0.011,0.226,0.195,0
1,1590.51,1558.4,1,26.286,0.081,13.4,0.031,0.489,0.062,2,24.666,0.058,18.9,0.036,0.327,0.081,2
1,3021.1,1923.02,1,26.085,0.062,17.6,-0.003,0.559,0.213,0,24.68,0.053,20.3,0.027,0.79,0.243,0
1,919.21,1009.54,1,26.104,0.051,21.2,-0.019,0.057,0.001,0,24.743,0.047,23.2,0.006,0.261,0.001,0
1,3225.59,1989.07,1,25.996,0.08,13.5,-0.208,-0.23,0.303,0,24.659,0.072,15.0,-0.004,-0.098,0.255,0
1,3621.49,572.74,1,26.258,0.054,20.1,-0.016,0.06,0.003,0,24.708,0.045,24.3,0.023,0.221,0.002,0
1,2807.88,1975.94,1,25.991,0.085,12.8,-0.042,0.266,0.187,0,24.687,0.063,17.2,-0.033,0.139,0.39,2
1,2801.16,624.0,1,26.087,0.052,20.9,-0.026,0.327,0.003,2,24.851,0.052,20.8,0.022,-0.071,0.006,2
1,1548.85,1890.81,1,26.437,0.075,14.5,-0.024,0.722,0.044,0,24.565,0.048,22.5,0.001,0.192,0.074,0
1,2497.93,1759.0,1,26.024,0.068,15.9,-0.033,0.874,0.465,0,24.768,0.062,17.6,-0.06,0.317,0.517,0
1,2345.92,1631.02,1,25.484,0.052,20.9,0.034,0.231,0.011,0,25.209,0.083,13.1,0.034,0.75,0.02,0
1,1046.88,1707.43,1,26.189,0.061,17.9,-0.078,0.015,0.279,0,24.667,0.049,22.1,-0.049,0.086,0.239,0
1,2934.36,1743.55,1,25.998,0.056,19.6,-0.02,0.19,0.064,0,24.719,0.053,20.6,0.01,0.014,0.085,0
1,3072.84,1821.16,1,26.374,0.07,15.6,-0.02,0.292,0.124,0,24.596,0.046,23.4,-0.033,0.274,0.032,0
1,2240.72,1295.34,1,26.137,0.062,17.6,-0.129,0.128,0.132,0,24.709,0.055,19.7,-0.115,0.181,0.207,2
1,3011.1,1734.41,1,26.042,0.055,19.7,-0.001,0.338,0.018,0,24.682,0.05,21.7,0.02,-0.11,0.026,0
1,2044.59,1079.06,1,26.161,0.058,18.6,-0.015,0.459,0.057,0,24.694,0.052,21.1,0.045,-0.03,0.084,0
1,2857.01,1762.88,1,26.428,0.071,15.3,-0.023,0.299,0.11,0,24.59,0.047,23.2,-0.034,-0.008,0.079,0
1,611.9,1363.45,1,26.19,0.057,19.2,0.077,0.188,0.012,0,24.668,0.046,23.7,0.025,0.149,0.019,0
1,1586.14,212.66,1,26.574,0.061,17.7,-0.015,0.142,0.004,0,24.662,0.043,25.4,0.051,0.142,0.004,0
1,2199.0,1643.07,1,25.776,0.059,18.3,0.076,0.539,0.096,0,24.909,0.068,15.9,-0.045,0.34,0.174,0
1,1874.67,1008.55,1,26.279,0.066,16.4,-0.014,0.256,0.04,2,24.644,0.055,19.8,0.067,0.23,0.037,2
1,2362.95,945.18,1,26.088,0.055,19.8,-0.001,0.251,0.015,0,24.785,0.05,21.7,0.002,0.333,0.026,0
1,1170.84,1483.05,1,26.119,0.058,18.8,-0.043,0.341,0.061,0,24.69,0.049,22.2,0.034,0.003,0.08,0
1,4041.25,1900.6,1,26.142,0.061,17.7,-0.029,0.226,0.15,0,24.667,0.049,22.2,-0.03,-0.056,0.133,0
1,1989.68,1873.55,1,25.926,0.065,16.6,-0.195,0.572,0.032,0,24.817,0.067,16.1,-0.206,0.325,0.069,0
1,95.18,1631.06,1,26.055,0.053,20.5,-0.093,0.096,0.047,0,24.686,0.048,22.6,-0.019,0.01,0.052,0
1,2230.52,529.08,1,26.142,0.053,20.4,0.026,0.358,0.112,0,24.808,0.049,22.3,-0.045,0.013,0.14,0
1,1943.94,1758.38,1,26.345,0.083,13.2,-0.055,1.075,0.519,0,24.664,0.058,18.8,-0.106,0.308,0.52,0
1,1635.65,1647.97,1,26.156,0.063,17.2,0.04,0.397,0.156,0,24.66,0.053,20.4,0.004,0.388,0.228,0
1,1787.56,936.15,1,26.095,0.054,19.9,0.033,0.224,0.011,0,24.744,0.051,21.5,0.044,0.333,0.004,0
1,3475.14,505.37,1,26.326,0.056,19.5,0.014,0.17,0.05,0,24.735,0.046,23.6,0.001,0.064,0.069,0
1,2310.66,1886.95,1,26.849,0.141,7.7,-0.276,3.3,0.388,0,24.591,0.064,16.9,-0.128,1.591,0.273,0
1,3049.2,1592.84,1,26.525,0.069,15.6,-0.087,0.725,0.044,0,24.563,0.044,24.6,0.005,0.04,0.038,0
1,2310.44,1201.2,1,26.182,0.06,18.2,-0.01,0.375,0.018,0,24.723,0.049,22.1,-0.066,0.236,0.028,0
1,3519.03,428.06,1,26.577,0.065,16.7,-0.035,0.254,0.097,0,24.701,0.044,24.4,0.009,0.059,0.142,0
1,1357.6,1489.15,1,26.069,0.056,19.2,0.003,0.601,0.033,0,24.714,0.05,21.7,0.025,0.324,0.057,0
1,2055.62,750.96,1,26.178,0.053,20.5,0.025,0.089,0.005,0,24.743,0.046,23.8,-0.034,0.159,0.006,0
1,2307.21,1673.7,1,25.829,0.059,18.3,-0.065,0.355,0.277,0,24.913,0.068,15.9,-0.104,0.384,0.455,0
1,2380.14,1783.08,1,26.158,0.076,14.4,0.068,0.793,0.214,0,24.654,0.059,18.4,0.118,0.397,0.173,0
1,2069.01,1716.51,1,26.288,0.077,14.1,0.049,1.305,0.222,0,24.681,0.057,19.2,-0.042,0.717,0.215,0
1,2150.86,1858.13,1,26.157,0.083,13.0,-0.219,1.841,0.077,0,24.695,0.063,17.3,-0.154,0.929,0.061,0
1,1698.6,1927.17,1,26.014,0.062,17.5,0.025,0.704,0.024,0,24.714,0.057,19.2,0.053,0.454,0.04,0
1,2262.21,1777.74,1,25.972,0.066,16.4,-0.23,0.471,0.28,0,24.801,0.068,16.0,-0.097,0.67,0.577,0
1,2153.61,1645.59,1,26.202,0.067,16.2,-0.079,0.609,0.082,0,24.661,0.054,19.9,-0.094,0.519,0.126,0
1,2297.1,1389.63,1,26.03,0.058,18.7,-0.01,0.35,0.205,0,24.77,0.054,20.2,-0.069,-0.012,0.209,0
1,3950.41,475.27,1,26.196,0.054,20.0,0.035,0.12,0.027,0,24.757,0.046,23.4,0.026,0.027,0.006,0
1,1398.32,777.22,1,26.151,0.057,19.2,-0.052,0.408,0.184,0,24.822,0.054,20.2,-0.02,0.646,0.198,0
1,2013.93,1370.0,1,26.16,0.061,17.9,0.015,0.224,0.058,0,24.697,0.052,21.0,-0.053,0.058,0.079,0
1,1228.46,1234.0,1,26.19,0.057,19.0,-0.025,0.16,0.078,0,24.637,0.05,21.9,-0.0,0.013,0.045,2
1,2433.54,1642.39,1,26.185,0.066,16.4,0.017,0.924,0.04,0,24.692,0.055,19.9,-0.051,0.361,0.068,0
1,1337.88,1843.95,1,25.928,0.056,19.3,-0.06,-0.069,0.024,0,24.78,0.059,18.5,-0.013,0.215,0.052,2
1,928.71,1225.99,1,26.166,0.056,19.3,0.024,0.191,0.096,0,24.695,0.047,22.9,-0.006,0.085,0.055,0
1,2497.76,1716.95,1,25.968,0.059,18.4,-0.104,0.541,0.039,0,24.691,0.055,19.9,-0.008,0.805,0.057,0
1,2449.66,1512.07,1,25.908,0.057,19.0,-0.048,0.253,0.125,0,24.864,0.061,17.9,-0.034,0.06,0.268,0
1,3398.12,650.89,1,26.343,0.057,19.0,0.036,0.46,0.029,0,24.722,0.045,24.4,0.008,0.029,0.069,0
1,1907.02,2013.03,1,25.538,0.088,12.4,0.147,0.218,0.004,0,25.183,0.13,8.3,-0.079,1.129,0.011,0
1,1364.77,1508.98,1,26.197,0.062,17.6,0.048,0.487,0.03,0,24.656,0.052,21.0,0.036,0.3,0.052,0
1,2949.44,727.94,1,26.254,0.055,19.8,-0.113,0.182,0.046,0,24.795,0.065,16.7,-0.107,0.323,0.012,0
1,2255.0,1776.97,1,26.188,0.076,14.2,0.108,0.418,0.026,0,24.726,0.062,17.4,0.1,0.491,0.06,0
1,2693.57,1073.27,1,26.351,0.068,16.0,0.066,-0.133,0.118,2,24.664,0.049,22.0,0.051,0.22,0.117,0
1,1646.68,1121.23,1,26.103,0.053,20.3,-0.207,-0.005,0.03,0,24.743,0.049,22.2,-0.028,0.197,0.042,0
1,969.7,602.53,1,26.881,0.079,13.8,-0.1,0.062,0.028,0,24.569,0.041,26.3,0.019,0.104,0.027,0
1,2675.23,1488.35,1,25.9,0.053,20.3,-0.02,-0.102,0.071,0,24.82,0.055,19.8,0.001,0.211,0.098,0
1,3102.01,1843.22,1,26.06,0.056,19.2,-0.044,0.242,0.042,0,24.706,0.05,21.6,0.012,0.322,0.051,0
1,1350.15,1649.23,1,26.335,0.066,16.4,-0.025,0.106,0.033,0,24.607,0.048,22.8,-0.077,0.075,0.042,0
1,4053.71,1895.48,1,26.284,0.061,17.7,-0.019,0.203,0.151,0,24.571,0.044,24.4,-0.029,0.174,0.112,0
1,1712.38,1153.23,1,25.987,0.053,20.3,0.021,0.163,0.087,0,24.809,0.052,20.7,-0.058,0.126,0.11,0
1,2609.48,1914.31,1,26.219,0.074,14.6,0.075,0.532,0.137,0,24.652,0.06,18.0,0.015,0.477,0.205,0
1,3616.65,1057.16,1,26.162,0.059,18.5,-0.021,0.264,0.137,0,24.737,0.047,23.0,0.0,-0.078,0.018,0
1,1447.13,108.29,1,26.329,0.054,20.1,-0.117,0.055,0.009,0,24.751,0.044,24.7,-0.029,0.05,0.012,0
1,2612.4,1091.11,1,26.034,0.053,20.6,-0.102,0.255,0.176,0,24.778,0.051,21.4,-0.005,0.207,0.236,0
1,3034.52,1422.38,1,26.17,0.06,18.0,0.024,0.5,0.072,2,24.689,0.049,22.0,-0.013,0.161,0.115,2
1,3221.83,1420.42,1,26.116,0.055,19.7,-0.032,0.131,0.077,0,24.701,0.047,23.0,-0.048,0.118,0.093,0
1,1325.95,1086.83,1,26.432,0.064,16.9,0.058,1.034,0.012,0,24.628,0.044,24.7,-0.01,0.245,0.011,0
1,181.44,1505.1,1,26.249,0.062,17.4,-0.042,0.188,0.293,0,24.805,0.054,20.1,-0.019,-0.044,0.29,0
1,2459.44,1814.04,1,26.183,0.074,14.6,-0.074,0.561,0.056,0,24.69,0.06,18.2,-0.058,0.437,0.093,0
1,1491.42,1901.8,1,26.1,0.061,17.7,0.022,0.604,0.026,0,24.68,0.052,20.8,-0.08,0.053,0.035,0
1,3544.1,1280.75,1,26.295,0.057,19.0,-0.07,0.363,0.014,0,24.645,0.044,24.5,-0.042,0.106,0.025,0
1,1679.43,1861.09,1,26.146,0.066,16.4,-0.058,0.179,0.048,0,24.677,0.054,20.2,-0.094,0.209,0.066,0
1,3338.75,1828.36,1,26.047,0.079,13.8,-0.123,0.251,0.003,0,24.66,0.052,20.9,-0.103,0.091,0.005,2
1,2871.61,511.75,1,26.159,0.051,21.1,0.022,0.118,0.031,0,24.761,0.046,23.6,-0.018,0.254,0.016,0
1,1986.27,1611.61,1,26.346,0.076,14.3,0.042,0.079,0.135,0,24.624,0.054,20.1,-0.032,0.195,0.105,0
1,3183.37,704.1,1,26.252,0.056,19.5,0.006,0.205,0.017,0,24.712,0.047,23.1,0.101,0.069,0.028,0
1,1016.35,1426.72,1,26.135,0.055,19.8,-0.017,0.516,0.024,0,24.681,0.047,22.9,-0.024,0.083,0.043,0
1,2661.65,1678.81,1,26.034,0.059,18.5,0.083,0.504,0.016,0,24.734,0.053,20.5,0.08,0.438,0.028,0
1,1844.51,932.59,1,26.376,0.061,17.9,-0.008,0.198,0.101,0,24.634,0.044,24.6,-0.015,0.051,0.055,0
1,2982.09,1746.09,1,26.046,0.059,18.6,-0.081,0.284,0.284,0,24.73,0.057,18.9,-0.037,0.013,0.306,0
1,1859.16,1649.94,1,26.012,0.061,17.9,0.027,0.511,0.13,0,24.769,0.057,18.9,-0.015,0.318,0.204,0
1,2462.74,1643.04,1,25.984,0.062,17.5,-0.007,0.274,0.134,0,24.754,0.057,19.0,-0.027,0.206,0.179,0
1,2478.09,923.18,1,26.337,0.062,17.5,0.0,0.035,0.147,0,24.687,0.047,22.9,-0.038,0.073,0.162,0
1,1763.52,2009.3,1,26.434,0.121,8.9,-0.044,0.133,0.398,0,24.58,0.076,14.3,-0.028,0.287,0.181,0
1,199.08,1828.63,1,26.027,0.053,20.4,-0.006,0.151,0.022,0,24.673,0.048,22.6,-0.031,0.179,0.051,0
1,2413.1,1290.06,1,26.005,0.062,17.4,0.014,0.02,0.015,2,24.796,0.06,18.2,0.082,0.279,0.021,2
1,2330.81,115.71,1,26.27,0.053,20.6,-0.039,0.349,0.01,0,24.776,0.045,24.1,-0.064,-0.061,0.01,0
1,2539.54,1500.41,1,26.001,0.056,19.5,-0.137,0.318,0.026,0,24.765,0.054,20.2,-0.14,0.378,0.034,0
1,1545.14,1519.02,1,26.192,0.062,17.5,-0.009,0.149,0.134,0,24.662,0.05,21.7,-0.041,0.144,0.165,0
1,336.04,766.71,1,26.407,0.058,18.6,0.013,0.173,0.002,0,24.66,0.043,25.2,-0.037,-0.028,0.001,0
1,1145.14,1931.01,1,26.109,0.062,17.6,-0.189,0.544,0.354,0,24.658,0.053,20.5,-0.142,0.365,0.408,0
1,3418.83,1584.82,1,26.172,0.082,13.2,0.023,0.027,0.026,0,24.884,0.053,20.4,-0.014,0.057,0.037,0
1,2368.61,1778.08,1,26.106,0.074,14.8,0.009,0.453,0.188,0,24.76,0.064,16.9,-0.035,0.154,0.238,0
1,1729.64,1997.02,1,25.733,0.084,12.9,-0.27,0.057,0.286,0,24.895,0.096,11.3,0.041,0.25,0.033,0
1,3059.73,1707.41,1,25.971,0.054,20.2,-0.036,0.241,0.123,0,24.701,0.052,21.1,0.058,0.069,0.278,0
1,2161.97,1307.81,1,26.202,0.064,17.1,-0.014,0.562,0.046,0,24.78,0.061,17.9,-0.072,0.022,0.05,2
1,2297.81,1596.8,1,25.845,0.057,19.0,-0.176,0.322,0.15,0,24.904,0.065,16.8,-0.202,0.251,0.322,0
1,2804.53,965.49,1,26.378,0.06,18.1,-0.004,0.483,0.056,0,24.653,0.045,24.1,0.007,0.32,0.053,0
1,2495.62,376.0,1,26.509,0.061,17.9,0.021,-0.028,0.003,0,24.668,0.043,25.4,-0.017,0.162,0.003,0
1,2482.7,1045.13,1,26.154,0.056,19.4,-0.016,0.231,0.037,0,24.737,0.049,22.2,-0.002,0.237,0.051,0
1,2365.25,1745.08,1,26.386,0.085,12.8,0.047,0.948,0.301,0,24.633,0.057,19.0,-0.014,0.588,0.361,0
1,3301.05,411.71,1,26.13,0.051,21.2,-0.086,0.08,0.079,0,24.817,0.047,23.1,-0.101,0.242,0.034,0
1,2077.57,1627.55,1,26.099,0.065,16.8,-0.075,1.001,0.213,0,24.739,0.059,18.3,-0.011,0.202,0.337,0
1,354.4,1137.55,1,26.21,0.056,19.3,0.031,0.09,0.006,0,24.692,0.047,23.1,0.077,0.181,0.008,0
1,1096.92,635.73,1,26.314,0.056,19.4,0.033,0.175,0.007,0,24.702,0.044,24.8,-0.006,-0.106,0.009,0
1,1738.83,990.59,1,26.022,0.052,20.8,0.08,0.188,0.015,0,24.815,0.05,21.7,0.052,-0.065,0.008,0
1,2090.73,1374.04,1,26.249,0.065,16.6,-0.064,0.24,0.103,0,24.689,0.051,21.1,-0.021,0.097,0.085,0
1,1815.24,1364.13,1,26.43,0.072,15.0,0.006,0.467,0.102,0,24.628,0.049,22.4,-0.072,0.23,0.097,0
1,2254.8,1756.17,1,26.673,0.131,8.3,-0.043,0.236,0.133,0,25.702,0.194,5.6,-0.387,0.094,0.216,0
1,2123.23,1610.23,1,26.386,0.077,14.1,0.023,1.601,0.014,0,24.685,0.057,19.1,0.066,1.544,0.016,0
1,1173.51,1051.86,1,26.139,0.054,20.1,-0.016,0.121,0.057,0,24.736,0.048,22.6,0.017,0.02,0.079,0
1,1839.94,677.06,1,26.35,0.063,17.3,-0.027,0.079,0.217,0,24.778,0.05,21.6,-0.03,0.034,0.173,0
1,1655.03,1098.78,1,26.261,0.058,18.7,0.029,0.321,0.011,0,24.667,0.046,23.5,0.034,0.044,0.013,0
1,1435.54,935.91,1,26.136,0.056,19.4,-0.036,0.025,0.053,0,24.753,0.049,22.3,-0.011,0.053,0.04,0
1,2083.73,268.42,1,26.177,0.052,21.0,-0.019,0.254,0.025,0,24.815,0.046,23.6,-0.087,0.199,0.052,0
1,2332.54,1298.69,1,26.074,0.056,19.4,0.018,0.504,0.069,0,24.761,0.053,20.5,0.062,0.646,0.093,0
1,2183.41,1902.36,1,26.023,0.08,13.6,-0.058,0.139,0.504,0,24.824,0.077,14.1,-0.088,0.116,0.672,0
1,1592.91,1721.96,1,27.569,0.17,6.4,0.219,2.236,0.174,0,24.589,0.049,22.0,-0.003,0.469,0.052,0
1,2909.69,947.73,1,26.258,0.056,19.2,0.043,0.293,0.017,0,24.706,0.045,23.9,0.004,0.407,0.021,0
1,1952.23,1778.0,1,25.944,0.064,17.0,-0.087,0.141,0.18,0,24.811,0.063,17.1,-0.06,0.016,0.274,0
1,2552.85,617.6,1,26.358,0.058,18.8,0.013,0.318,0.007,0,24.701,0.044,24.6,-0.014,0.062,0.007,0
1,1630.48,1495.53,1,25.826,0.056,19.3,0.031,0.403,0.053,0,24.943,0.086,12.6,-0.091,0.463,0.072,0
1,3142.24,1450.41,1,26.111,0.055,19.9,-0.075,-0.03,0.056,0,24.698,0.049,22.2,0.025,0.12,0.056,0
1,2186.87,1223.38,1,26.152,0.061,17.7,0.114,0.637,0.07,0,24.731,0.052,20.7,0.118,0.398,0.064,0
1,2230.21,1718.75,1,26.308,0.077,14.2,0.016,1.47,0.103,0,24.648,0.055,19.8,-0.031,0.636,0.111,0
1,2379.41,1822.11,1,25.816,0.065,16.7,-0.064,0.576,0.016,0,24.889,0.074,14.6,0.081,0.941,0.02,0
1,3296.99,1606.39,1,26.273,0.063,17.2,-0.023,0.074,0.242,0,24.65,0.049,22.4,-0.057,0.147,0.198,0
1,3428.53,1524.19,1,27.117,0.193,5.6,0.065,1.179,0.04,0,26.037,0.138,7.9,-0.013,0.095,0.051,0
1,3034.35,1717.12,1,26.214,0.065,16.6,0.04,0.226,0.014,2,24.654,0.051,21.5,0.075,0.218,0.023,2
1,2104.14,1718.63,1,26.42,0.082,13.3,-0.13,0.104,0.061,0,24.616,0.055,19.9,-0.168,0.158,0.085,0
1,2179.35,1701.0,1,26.477,0.087,12.5,-0.044,0.367,0.027,0,24.643,0.056,19.5,-0.105,0.264,0.03,0
1,3285.97,1608.03,1,25.981,0.056,19.2,-0.09,0.189,0.224,0,24.782,0.055,19.8,-0.113,0.333,0.376,0
1,2197.08,1830.59,1,25.82,0.064,16.8,-0.015,1.459,0.302,0,24.884,0.074,14.7,0.041,1.841,0.473,0
1,3930.11,423.95,1,26.916,0.078,13.9,-0.014,0.028,0.009,0,24.595,0.041,26.4,0.062,0.264,0.004,0
1,2320.26,1516.18,1,26.003,0.06,18.1,0.05,0.604,0.024,0,24.783,0.057,19.1,0.05,0.601,0.038,0
1,3966.48,1830.47,1,26.008,0.055,19.9,-0.022,0.167,0.011,2,24.711,0.049,22.2,-0.008,0.117,0.022,2
1,1152.67,1826.08,1,26.352,0.068,16.1,-0.068,0.068,0.209,0,24.566,0.049,22.3,-0.094,0.1,0.199,0
1,28.19,1714.17,1,26.232,0.059,18.4,0.006,0.277,0.011,0,24.625,0.046,23.6,-0.02,0.179,0.007,0
1,2372.56,1836.49,1,25.999,0.075,14.6,-0.296,0.504,0.728,0,24.669,0.069,15.7,-0.165,0.134,0.8,0
